CHAPTER,DIAGNOSIS_CODE,TITLE,SHORT_DESC,LONG_DESC
None,E0089,None,"Sports,athletics NEC",Other specified sports and athletics activity
None,E0090,None,Exercise mach(cardiorsp),Activity involving exercise machines primarily for cardiorespiratory conditioning
None,E0091,None,Calisthenics,Activity involving calisthenics
None,E0092,None,"Aerobic,step exercise",Activity involving aerobic and step exercise
None,E0093,None,Circuit training,Activity involving circuit training
None,E0094,None,Obstacle course,Activity involving obstacle course
None,E0095,None,Grass drills,Activity involving grass drills
None,E0099,None,Cardioresp exercise NEC,Other activity involving cardiorespiratory exercise
None,E0100,None,Muscle strength mach,Activity involving exercise machines primarily for muscle strengthening
None,E0101,None,"Push-ups,pull-ups,sit-up","Activity involving push-ups, pull-ups, sit-ups"
None,E0102,None,Free weights,Activity involving free weights
None,E0103,None,Pilates,Activity involving pilates
None,E0109,None,Muscle strength exer NEC,Other activity involving other muscle strengthening exercises
None,E0110,None,Computer keyboarding,Activities involving computer keyboarding
None,E0111,None,Handheld interac elec dv,Activities involving hand held interactive electronic device
None,E0119,None,Computer tech NEC,Other activity involving computer technology and electronic devices
None,E0120,None,Knitting & crocheting,Activities involving knitting and crocheting
None,E0121,None,Sewing,Activities involving sewing
None,E0122,None,Furniture build/finish,Activities involving furniture building and finishing
None,E0129,None,Arts & handcrafts NEC,Activity involving other arts and handcrafts
None,E0130,None,Personal bathing/shower,Activities involving personal bathing and showering
None,E0131,None,Laundry,Activities involving laundry
None,E0132,None,Vacuuming,Activities involving vacuuming
None,E0133,None,Ironing,Activities involving ironing
None,E0134,None,Floor mopping/cleaning,Activities involving floor mopping and cleaning
None,E0135,None,Residential relocation,Activities involving residential relocation
None,E0138,None,Personal hygiene NEC,Other personal hygiene activity
None,E0139,None,Househld maintenance NEC,Other household maintenance
None,E0140,None,Caregiving-bathing,Caregiving involving bathing
None,E0141,None,Caregiving-lifting,Caregiving involving lifting
None,E0149,None,Caregiving NEC,Other activity involving person providing caregiving
None,E0150,None,Food prep & cleanup,Activities involving food preparation and clean up
None,E0151,None,Grilling & smoking food,Activities involving grilling and smoking food
None,E0152,None,Cooking & baking,Activities involving cooking and baking
None,E0159,None,Cooking & grilling NEC,Other activity involving cooking and grilling
None,E0160,None,"Digging,shovel,rake","Activities involving digging, shoveling and raking"
None,E0161,None,Gardening/landscaping,Activities involving gardening and landscaping
None,E0162,None,Building & construction,Activities involving building and construction
None,E0169,None,Land maintain/cnstrt NEC,"Other activity involving property and land maintenance, building and construction"
None,E0170,None,Roller coaster riding,Roller coaster riding
None,E0179,None,External motion NEC,Other activity involving external motion
None,E0180,None,Piano playing,Activities involving piano playing
None,E0181,None,Drum/percussion playing,Activities involving drum and other percussion instrument playing
None,E0182,None,String instrument play,Activities involving string instrument playing
None,E0183,None,Winds/brass instru play,Activities involving winds and brass instrument playing
None,E0190,None,Walking an animal,Activities involving walking an animal
None,E0191,None,Milking an animal,Activities involving milking an animal
None,E0192,None,Groom/shearing animal,Activities involving grooming and shearing an animal
None,E0199,None,Animal care NEC,Other activity involving animal care
None,E0290,None,Refereeing sports,Refereeing a sports activity
None,E0291,None,Spectator at event,Spectator at an event
None,E0292,None,Rough housing/horseplay,Rough housing and horseplay
None,E0299,None,Activity NEC,Other activity
None,E030,None,Activity NOS,Unspecified activity
None,E8000,None,RR collision NOS-employ,Railway accident involving collision with rolling stock and injuring railway employee
None,E8001,None,RR coll NOS-passenger,Railway accident involving collision with rolling stock and injuring passenger on railway
None,E8002,None,RR coll NOS-pedestrian,Railway accident involving collision with rolling stock and injuring pedestrian
None,E8003,None,RR coll NOS-ped cyclist,Railway accident involving collision with rolling stock and injuring pedal cyclist
None,E8008,None,RR coll NOS-person NEC,Railway accident involving collision with rolling stock and injuring other specified person
None,E8009,None,RR coll NOS-person NOS,Railway accident involving collision with rolling stock and injuring unspecified person
None,E8010,None,RR coll w oth obj-employ,Railway accident involving collision with other object and injuring railway employee
None,E8011,None,RR coll w oth obj-pasngr,Railway accident involving collision with other object and injuring passenger on railway
None,E8012,None,RR coll w oth obj-pedest,Railway accident involving collision with other object and injuring pedestrian
None,E8013,None,RR coll w oth obj-cycl,Railway accident involving collision with other object and injuring pedal cyclist
None,E8018,None,RR col w oth obj-per NEC,Railway accident involving collision with other object and injuring other specified person
None,E8019,None,RR col w oth obj-per NOS,Railway accident involving collision with other object and injuring unspecified person
None,E8020,None,RR acc w derail-employee,Railway accident involving derailment without antecedent collision injuring railway employee
None,E8021,None,RR acc w derail-passeng,Railway accident involving derailment without antecedent collision injuring passenger on railway
None,E8022,None,RR acc w derail-pedest,Railway accident involving derailment without antecedent collision injuring pedestrian
None,E8023,None,RR acc w derail-ped cycl,Railway accident involving derailment without antecedent collision injuring pedal cyclist
None,E8028,None,RR acc w derail-pers NEC,Railway accident involving derailment without antecedent collision injuring other specified person
None,E8029,None,RR acc w derail-pers NOS,Railway accident involving derailment without antecedent collision injuring unspecified person
None,E8030,None,RR acc w explosion-empl,"Railway accident involving explosion, fire, or burning injuring railway employee"
None,E8031,None,RR acc w explos-pasngr,"Railway accident involving explosion, fire, or burning injuring passenger on railway"
None,E8032,None,RR acc w explos-pedest,"Railway accident involving explosion, fire, or burning injuring pedestrian"
None,E8033,None,RR acc w explos-ped cycl,"Railway accident involving explosion, fire, or burning injuring pedal cyclist"
None,E8038,None,RR acc w explos-pers NEC,"Railway accident involving explosion, fire, or burning injuring other specified person"
None,E8039,None,RR acc w explos-pers NOS,"Railway accident involving explosion, fire, or burning injuring unspecified person"
None,E8040,None,Fall on/from train-empl,"Fall in, on, or from railway train injuring railway employee"
None,E8041,None,Fall from train-passengr,"Fall in, on, or from railway train injuring passenger on railway"
None,E8042,None,Fall from train-pedest,"Fall in, on, or from railway train injuring pedestrian"
None,E8043,None,Fall from train-ped cycl,"Fall in, on, or from railway train injuring pedal cyclist"
None,E8048,None,Fall from train-pers NEC,"Fall in, on, or from railway train injuring other specified person"
None,E8049,None,Fall from train-pers NOS,"Fall in, on, or from railway train injuring unspecified person"
None,E8050,None,Hit by train-employee,Railway employee hit by rolling stock
None,E8051,None,Hit by train-passenger,Passenger on railway hit by rolling stock
None,E8052,None,Hit by train-pedestrian,Pedestrian hit by rolling stock
None,E8053,None,Hit by train-ped cyclist,Pedal cyclist hit by rolling stock
None,E8058,None,Hit by train-person NEC,Other specified person hit by rolling stock
None,E8059,None,Hit by train-person NOS,Unspecified person hit by rolling stock
None,E8060,None,RR acc NEC-employee,Other specified railway accident injuring railway employee
None,E8061,None,RR acc NEC-passenger,Other specified railway accident injuring passenger on railway
None,E8062,None,RR acc NEC-pedestrian,Other specified railway accident injuring pedestrian
None,E8063,None,RR acc NEC-ped cyclist,Other specified railway accident injuring pedal cyclist
None,E8068,None,RR acc NEC-person NEC,Other specified railway accident injuring other specified person
None,E8069,None,RR acc NEC-person NOS,Other specified railway accident injuring unspecified person
None,E8070,None,RR accident NOS-employee,Railway accident of unspecified nature injuring railway employee
None,E8071,None,RR acc NOS-passenger,Railway accident of unspecified nature injuring passenger on railway
None,E8072,None,RR acc NOS-pedestrian,Railway accident of unspecified nature injuring pedestrian
None,E8073,None,RR acc NOS-ped cyclist,Railway accident of unspecified nature injuring pedal cyclist
None,E8078,None,RR acc NOS-person NEC,Railway accident of unspecified nature injuring other specified person
None,E8079,None,RR acc NOS-person NOS,Railway accident of unspecified nature injuring unspecified person
None,E8100,None,Mv-train coll-driver,Motor vehicle traffic accident involving collision with train injuring driver of motor vehicle other than motorcycle
None,E8101,None,Mv-train coll-pasngr,Motor vehicle traffic accident involving collision with train injuring passenger in motor vehicle other than motorcycle
None,E8102,None,Mv-train coll-motorcycl,Motor vehicle traffic accident involving collision with train injuring motorcyclist
None,E8103,None,Mv-train coll-mcycl psgr,Motor vehicle traffic accident involving collision with train injuring passenger on motorcycle
None,E8104,None,Mv-train coll-st car,Motor vehicle traffic accident involving collision with train injuring occupant of streetcar
None,E8105,None,Mv-train coll-anim rid,Motor vehicle traffic accident involving collision with train injuring rider of animal; occupant of animal-drawn vehicle
None,E8106,None,Mv-train coll-ped cycl,Motor vehicle traffic accident involving collision with train injuring pedal cyclist
None,E8107,None,Mv-train coll-pedest,Motor vehicle traffic accident involving collision with train injuring pedestrian
None,E8108,None,Mv-train coll-pers NEC,Motor vehicle traffic accident involving collision with train injuring other specified person
None,E8109,None,Mv-train coll-pers NOS,Motor vehicle traffic accident involving collision with train injuring unspecified person
None,E8110,None,Reentrant mv coll-driver,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring driver of motor vehicle other than motorcycle
None,E8111,None,Reentrant mv coll-pasngr,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring passenger in motor vehicle other than motorcycle
None,E8112,None,Reentrant coll-motcycl,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring motorcyclist
None,E8113,None,Reentrant coll-mcyc psgr,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring passenger on motorcycle
None,E8114,None,Reentrant coll-st car,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring occupant of streetcar
None,E8115,None,Reentrant coll-anim rid,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring rider of animal; occupant of animal-drawn vehicle
None,E8116,None,Reentrant coll-ped cycl,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring pedal cyclist
None,E8117,None,Reentrant coll-pedest,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring pedestrian
None,E8118,None,Reentrant coll-pers NEC,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring other specified person
None,E8119,None,Reentrant coll-pers NOS,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring unspecified person
None,E8120,None,Mv collision NOS-driver,Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle
None,E8121,None,Mv collision NOS-pasngr,Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger in motor vehicle other than motorcycle
None,E8122,None,Mv collis NOS-motorcycl,Other motor vehicle traffic accident involving collision with motor vehicle injuring motorcyclist
None,E8123,None,Mv coll NOS-mcycl psngr,Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger on motorcycle
None,E8124,None,Mv collision NOS-st car,Other motor vehicle traffic accident involving collision with motor vehicle injuring occupant of streetcar
None,E8125,None,Mv coll NOS-anim rid,Other motor vehicle traffic accident involving collision with motor vehicle injuring rider of animal; occupant of animal-drawn vehicle
None,E8126,None,Mv coll NOS-ped cycl,Other motor vehicle traffic accident involving collision with motor vehicle injuring pedal cyclist
None,E8127,None,Mv collision NOS-pedest,Other motor vehicle traffic accident involving collision with motor vehicle injuring pedestrian
None,E8128,None,Mv collis NOS-pers NEC,Other motor vehicle traffic accident involving collision with motor vehicle injuring other specified person
None,E8129,None,Mv collis NOS-pers NOS,Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person
None,E8130,None,Mv-oth veh coll-driver,Motor vehicle traffic accident involving collision with other vehicle injuring driver of motor vehicle other than motorcycle
None,E8131,None,Mv-oth veh coll-pasngr,Motor vehicle traffic accident involving collision with other vehicle injuring passenger in motor vehicle other than motorcycle
None,E8132,None,Mv-oth veh coll-motcycl,Motor vehicle traffic accident involving collision with other vehicle injuring motorcyclist
None,E8133,None,Mv-oth veh coll-mcyc psg,Motor vehicle traffic accident involving collision with other vehicle injuring passenger on motorcycle
None,E8134,None,Mv-oth veh coll-st car,Motor vehicle traffic accident involving collision with other vehicle injuring occupant of streetcar
None,E8135,None,Mv-oth veh coll-anim rid,Motor vehicle traffic accident involving collision with other vehicle injuring rider of animal; occupant of animal-drawn vehicle
None,E8136,None,Mv-oth veh coll-ped cycl,Motor vehicle traffic accident involving collision with other vehicle injuring pedal cyclist
None,E8137,None,Mv-oth veh coll-pedest,Motor vehicle traffic accident involving collision with other vehicle injuring pedestrian
None,E8138,None,Mv-oth veh coll-pers NEC,Motor vehicle traffic accident involving collision with other vehicle injuring other specified person
None,E8139,None,Mv-oth veh coll-pers NOS,Motor vehicle traffic accident involving collision with other vehicle injuring unspecified person
None,E8140,None,Mv coll w pedest-driver,Motor vehicle traffic accident involving collision with pedestrian injuring driver of motor vehicle other than motorcycle
None,E8141,None,Mv coll w pedest-pasngr,Motor vehicle traffic accident involving collision with pedestrian injuring passenger in motor vehicle other than motorcycle
None,E8142,None,Mv coll w pedest-motcycl,Motor vehicle traffic accident involving collision with pedestrian injuring motorcyclist
None,E8143,None,Mv coll w ped-mcycl psgr,Motor vehicle traffic accident involving collision with pedestrian injuring passenger on motorcycle
None,E8144,None,Mv coll w pedest-st car,Motor vehicle traffic accident involving collision with pedestrian injuring occupant of streetcar
None,E8145,None,Mv coll w ped-anim rid,Motor vehicle traffic accident involving collision with pedestrian injuring rider of animal; occupant of animal drawn vehicle
None,E8146,None,Mv coll w ped-ped cycl,Motor vehicle traffic accident involving collision with pedestrian injuring pedal cyclist
None,E8147,None,Mv coll w pedest-pedest,Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian
None,E8148,None,Mv coll w pedes-pers NEC,Motor vehicle traffic accident involving collision with pedestrian injuring other specified person
None,E8149,None,Mv coll w pedes-pers NOS,Motor vehicle traffic accident involving collision with pedestrian injuring unspecified person
None,E8150,None,Mv coll w oth obj-driver,Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle
None,E8151,None,Mv coll w oth obj-pasngr,Other motor vehicle traffic accident involving collision on the highway injuring passenger in motor vehicle other than motorcycle
None,E8152,None,Mv coll w oth obj-mocycl,Other motor vehicle traffic accident involving collision on the highway injuring motorcyclist
None,E8153,None,Mv coll w obj-mcycl psgr,Other motor vehicle traffic accident involving collision on the highway injuring passenger on motorcycle
None,E8154,None,Mv coll w obj-st car,Other motor vehicle traffic accident involving collision on the highway injuring occupant of streetcar
None,E8155,None,Mv coll w obj-anim rider,Other motor vehicle traffic accident involving collision on the highway injuring rider of animal; occupant of animal-drawn vehicle
None,E8156,None,Mv coll w obj-ped cycl,Other motor vehicle traffic accident involving collision on the highway injuring pedal cyclist
None,E8157,None,Mv coll w obj-pedest,Other motor vehicle traffic accident involving collision on the highway injuring pedestrian
None,E8158,None,Mv coll w obj-pers NEC,Other motor vehicle traffic accident involving collision on the highway injuring other specified person
None,E8159,None,Mv coll w obj-pers NOS,Other motor vehicle traffic accident involving collision on the highway injuring unspecified person
None,E8160,None,Loss control mv acc-driv,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring driver of motor vehicle other than motorcycle"
None,E8161,None,Loss control mv acc-psgr,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger in motor vehicle other than motorcycle"
None,E8162,None,Loss control mv-mocycl,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring motorcyclist"
None,E8163,None,Loss control mv-mcyc psg,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger on motorcycle"
None,E8164,None,Loss cont mv acc-st car,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring occupant of streetcar"
None,E8165,None,Loss cont mv-anim rider,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring rider of animal; occupant of animal-drawn vehicle"
None,E8166,None,Loss control mv-ped cycl,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring pedal cyclist"
None,E8167,None,Loss control mv-pedest,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring pedestrian"
None,E8168,None,Loss control mv-pers NEC,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring other specified person"
None,E8169,None,Loss control mv-pers NOS,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring unspecified person"
None,E8170,None,Mv acc board/alight-driv,Noncollision motor vehicle traffic accident while boarding or alighting injuring driver of motor vehicle other than motorcycle
None,E8171,None,Mv acc board/alight-psgr,Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger in motor vehicle other than motorcycle
None,E8172,None,Mv board/alight-motcycl,Noncollision motor vehicle traffic accident while boarding or alighting injuring motorcyclist
None,E8173,None,Mv brd/alight-mcycl psgr,Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger on motorcycle
None,E8174,None,Mv acc brd/alight-st car,Noncollision motor vehicle traffic accident while boarding or alighting injuring occupant of streetcar
None,E8175,None,Mv brd/alight-anim rider,Noncollision motor vehicle traffic accident while boarding or alighting injuring rider of animal; occupant of animal-drawn vehicle
None,E8176,None,Mv brd/alight-ped cycl,Noncollision motor vehicle traffic accident while boarding or alighting injuring pedal cyclist
None,E8177,None,Mv brd/alight-pedestrian,Noncollision motor vehicle traffic accident while boarding or alighting injuring pedestrian
None,E8178,None,Mv board/alight-pers NEC,Noncollision motor vehicle traffic accident while boarding or alighting injuring other specified person
None,E8179,None,Mv board/alight-pers NOS,Noncollision motor vehicle traffic accident while boarding or alighting injuring unspecified person
None,E8180,None,Mv traff acc NEC-driver,Other noncollision motor vehicle traffic accident injuring driver of motor vehicle other than motorcycle
None,E8181,None,Mv traff acc NEC-pasngr,Other noncollision motor vehicle traffic accident injuring passenger in motor vehicle other than motorcycle
None,E8182,None,Mv traff acc NEC-mocycl,Other noncollision motor vehicle traffic accident injuring motorcyclist
None,E8183,None,Mv traff acc-mcycl psgr,Other noncollision motor vehicle traffic accident injuring passenger on motorcycle
None,E8184,None,Mv traff acc NEC-st car,Other noncollision motor vehicle traffic accident injuring occupant of streetcar
None,E8185,None,Mv traff acc-anim rider,Other noncollision motor vehicle traffic accident injuring rider of animal; occupant of animal-drawn vehicle
None,E8186,None,Mv traff acc-ped cyc,Other noncollision motor vehicle traffic accident injuring pedal cyclist
None,E8187,None,Mv traff acc NEC-pedest,Other noncollision motor vehicle traffic accident injuring pedestrian
None,E8188,None,Mv traff acc-pers NEC,Other noncollision motor vehicle traffic accident injuring other specified person
None,E8189,None,Mv traff acc-pers NOS,Other noncollision motor vehicle traffic accident injuring unspecified person
None,E8190,None,Traffic acc NOS-driver,Motor vehicle traffic accident of unspecified nature injuring driver of motor vehicle other than motorcycle
None,E8191,None,Traffic acc NOS-pasngr,Motor vehicle traffic accident of unspecified nature injuring passenger in motor vehicle other than motorcycle
None,E8192,None,Traffic acc NOS-motcycl,Motor vehicle traffic accident of unspecified nature injuring motorcyclist
None,E8193,None,Traff acc NOS-mcycl psgr,Motor vehicle traffic accident of unspecified nature injuring passenger on motorcycle
None,E8194,None,Traffic acc NOS-st car,Motor vehicle traffic accident of unspecified nature injuring occupant of streetcar
None,E8195,None,Traff acc NOS-anim rider,Motor vehicle traffic accident of unspecified nature injuring rider of animal; occupant of animal-drawn vehicle
None,E8196,None,Traffic acc NOS-ped cycl,Motor vehicle traffic accident of unspecified nature injuring pedal cyclist
None,E8197,None,Traffic acc NOS-pedest,Motor vehicle traffic accident of unspecified nature injuring pedestrian
None,E8198,None,Traffic acc NOS-pers NEC,Motor vehicle traffic accident of unspecified nature injuring other specified person
None,E8199,None,Traffic acc NOS-pers NOS,Motor vehicle traffic accident of unspecified nature injuring unspecified person
None,E8200,None,Snow veh acc-driver,Nontraffic accident involving motor-driven snow vehicle injuring driver of motor vehicle other than motorcycle
None,E8201,None,Snow veh acc-pasngr,Nontraffic accident involving motor-driven snow vehicle injuring passenger in motor vehicle other than motorcycle
None,E8202,None,Snow veh acc-motorcycl,Nontraffic accident involving motor-driven snow vehicle injuring motorcyclist
None,E8203,None,Snow veh acc-mcycl psgr,Nontraffic accident involving motor-driven snow vehicle injuring passenger on motorcycle
None,E8204,None,Snow veh acc-st car,Nontraffic accident involving motor-driven snow vehicle injuring occupant of streetcar
None,E8205,None,Snow veh acc-anim rider,Nontraffic accident involving motor-driven snow vehicle injuring rider of animal; occupant of animal-drawn vehicle
None,E8206,None,Snow veh acc-ped cycl,Nontraffic accident involving motor-driven snow vehicle injuring pedal cyclist
None,E8207,None,Snow veh acc-pedest,Nontraffic accident involving motor-driven snow vehicle injuring pedestrian
None,E8208,None,Snow veh acc-pers NEC,Nontraffic accident involving motor-driven snow vehicle injuring other specified person
None,E8209,None,Snow veh acc-pers NOS,Nontraffic accident involving motor-driven snow vehicle injuring unspecified person
None,E8210,None,Oth off-road mv acc-driv,Nontraffic accident involving other off-road motor vehicle injuring driver of motor vehicle other than motorcycle
None,E8211,None,Oth off-road mv acc-psgr,Nontraffic accident involving other off-road motor vehicle injuring passenger in motor vehicle other than motorcycle
None,E8212,None,Oth off-road mv-mocycl,Nontraffic accident involving other off-road motor vehicle injuring motorcyclist
None,E8213,None,Oth off-road mv-mcyc psg,Nontraffic accident involving other off-road motor vehicle injuring passenger on motorcycle
None,E8214,None,Oth off-road mv-st car,Nontraffic accident involving other off-road motor vehicle injuring occupant of streetcar
None,E8215,None,Oth off-road mv-anim rid,Nontraffic accident involving other off-road motor vehicle injuring rider of animal; occupant of animal-drawn vehicle
None,E8216,None,Oth off-road mv-ped cycl,Nontraffic accident involving other off-road motor vehicle injuring pedal cyclist
None,E8217,None,Oth off-road mv-pedest,Nontraffic accident involving other off-road motor vehicle injuring pedestrian
None,E8218,None,Oth off-road mv-pers NEC,Nontraffic accident involving other off-road motor vehicle injuring other specified person
None,E8219,None,Oth off-road mv-pers NOS,Nontraffic accident involving other off-road motor vehicle injuring unspecified person
None,E8220,None,Oth coll w mov obj-driv,Other motor vehicle nontraffic accident involving collision with moving object injuring driver of motor vehicle other than motorcycle
None,E8221,None,Oth coll w mov obj-psgr,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger in motor vehicle other than motorcycle
None,E8222,None,Oth coll mov obj-mocycl,Other motor vehicle nontraffic accident involving collision with moving object injuring motorcyclist
None,E8223,None,Oth coll mov obj-cyc psg,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger on motorcycle
None,E8224,None,Oth coll mov obj-st car,Other motor vehicle nontraffic accident involving collision with moving object injuring occupant of streetcar
None,E8225,None,Oth coll mov obj-rider,Other motor vehicle nontraffic accident involving collision with moving object injuring rider of animal; occupant of animal-drawn vehicle
None,E8226,None,Oth coll mov obj-ped cyc,Other motor vehicle nontraffic accident involving collision with moving object injuring pedal cyclist
None,E8227,None,Oth coll mov obj-pedest,Other motor vehicle nontraffic accident involving collision with moving object injuring pedestrian
None,E8228,None,Oth coll mov obj-per NEC,Other motor vehicle nontraffic accident involving collision with moving object injuring other specified person
None,E8229,None,Oth coll mov obj-per NOS,Other motor vehicle nontraffic accident involving collision with moving object injuring unspecified person
None,E8230,None,Oth coll stndng obj-driv,Other motor vehicle nontraffic accident involving collision with stationary object injuring driver of motor vehicle other than motorcycle
None,E8231,None,Oth coll stndng obj-psgr,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger in motor vehicle other than motorcycle
None,E8232,None,Oth coll stnd obj-mocycl,Other motor vehicle nontraffic accident involving collision with stationary object injuring motorcyclist
None,E8233,None,Oth coll stn obj-cyc psg,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger on motorcycle
None,E8234,None,Oth coll stnd obj-st car,Other motor vehicle nontraffic accident involving collision with stationary object injuring occupant of streetcar
None,E8235,None,Oth coll stnd obj-rider,Other motor vehicle nontraffic accident involving collision with stationary object injuring rider of animal; occupant of animal-drawn vehicle
None,E8236,None,Oth coll stn obj-ped cyc,Other motor vehicle nontraffic accident involving collision with stationary object injuring pedal cyclist
None,E8237,None,Oth coll stnd obj-pedest,Other motor vehicle nontraffic accident involving collision with stationary object injuring pedestrian
None,E8238,None,Oth coll stn obj-per NEC,Other motor vehicle nontraffic accident involving collision with stationary object injuring other specified person
None,E8239,None,Oth col-stnd-obj-per NOS,Other motor vehicle nontraffic accident involving collision with stationary object injuring unspecified person
None,E8240,None,N-traf board/alight-driv,Other motor vehicle nontraffic accident while boarding and alighting injuring driver of motor vehicle other than motorcycle
None,E8241,None,N-traf board/alight-psgr,Other motor vehicle nontraffic accident while boarding and alighting injuring passenger in motor vehicle other than motorcycle
None,E8242,None,N-traf brd/alight-mocycl,Other motor vehicle nontraffic accident while boarding and alighting injuring motorcyclist
None,E8243,None,N-traf brd/alit-mcyc psg,Other motor vehicle nontraffic accident while boarding and alighting injuring passenger on motorcycle
None,E8244,None,N-traf brd/alit-st car,Other motor vehicle nontraffic accident while boarding and alighting injuring occupant of streetcar
None,E8245,None,N-traf brd/alit-anim rid,Other motor vehicle nontraffic accident while boarding and alighting injuring rider of animal; occupant of animal-drawn vehicle
None,E8246,None,N-traf brd/alit-ped cycl,Other motor vehicle nontraffic accident while boarding and alighting injuring pedal cyclist
None,E8247,None,N-traf brd/alit-pedest,Other motor vehicle nontraffic accident while boarding and alighting injuring pedestrian
None,E8248,None,N-traf brd/alit-pers NEC,Other motor vehicle nontraffic accident while boarding and alighting injuring other specified person
None,E8249,None,N-traf brd/alit-pers NOS,Other motor vehicle nontraffic accident while boarding and alighting injuring unspecified person
None,E8250,None,Mv n-traff acc NEC-driv,Other motor vehicle nontraffic accident of other and unspecified nature injuring driver of motor vehicle other than motorcycle
None,E8251,None,Mv n-traff NEC/NOS-psgr,Other motor vehicle nontraffic accident of other and unspecified nature injuring passenger in motor vehicle other than motorcycle
None,E8252,None,Mv n-traf acc NEC-mocycl,Other motor vehicle nontraffic accident of other and unspecified nature injuring motorcyclist
None,E8253,None,Mv n-traff NEC-mcyc psgr,Other motor vehicle nontraffic accident of other and unspecified nature injuring passenger on motorcycle
None,E8254,None,Mv n-traff NEC-st car,Other motor vehicle nontraffic accident of other and unspecified nature injuring occupant of streetcar
None,E8255,None,Mv n-traf NEC-anim rider,Other motor vehicle nontraffic accident of other and unspecified nature injuring rider of animal; occupant of animal-drawn vehicle
None,E8256,None,Mv n-traff NEC-ped cycl,Other motor vehicle nontraffic accident of other and unspecified nature injuring pedal cyclist
None,E8257,None,Mv n-traff NEC-pedest,Other motor vehicle nontraffic accident of other and unspecified nature injuring pedestrian
None,E8258,None,Mv n-traff NEC-pers NEC,Other motor vehicle nontraffic accident of other and unspecified nature injuring other specified person
None,E8259,None,Mv n-traff NEC-pers NOS,Other motor vehicle nontraffic accident of other and unspecified nature injuring unspecified person
None,E8260,None,Pedal cycle acc-pedest,Pedal cycle accident injuring pedestrian
None,E8261,None,Ped cycl acc-ped cyclist,Pedal cycle accident injuring pedal cyclist
None,E8262,None,Ped cycle acc-anim rider,Pedal cycle accident injuring rider of animal
None,E8263,None,Ped cyc acc-occ anim veh,Pedal cycle accident injuring occupant of animal-drawn vehicle
None,E8264,None,Ped cycle acc-occ st car,Pedal cycle accident injuring occupant of streetcar
None,E8268,None,Ped cycle acc-pers NEC,Pedal cycle accident injuring other specified person
None,E8269,None,Ped cycle acc-pers NOS,Pedal cycle accident injuring unspecified person
None,E8270,None,Animal drawn veh-pedest,Animal-drawn vehicle accident injuring pedestrian
None,E8272,None,Anim drawn veh-anim rid,Animal-drawn vehicle accident injuring rider of animal
None,E8273,None,Animal drawn veh-occupan,Animal-drawn vehicle accident injuring occupant of animal drawn vehicle
None,E8274,None,Anim drawn-occ st car,Animal-drawn vehicle accident injuring occupant of streetcar
None,E8278,None,Anim drawn veh-pers NEC,Animal-drawn vehicle accident injuring other specified person
None,E8279,None,Anim drawn veh-pers NOS,Animal-drawn vehicle accident injuring unspecified person
None,E8280,None,Ridden animal acc-pedest,Accident involving animal being ridden injuring pedestrian
None,E8282,None,Ridden animal acc-rider,Accident involving animal being ridden injuring rider of animal
None,E8284,None,Ridden animal acc-st car,Accident involving animal being ridden injuring occupant of streetcar
None,E8288,None,Ridden anim acc-pers NEC,Accident involving animal being ridden injuring other specified person
None,E8289,None,Ridden anim acc-pers NOS,Accident involving animal being ridden injuring unspecified person
None,E8290,None,Oth road veh acc-pedest,Other road vehicle accidents injuring pedestrian
None,E8294,None,Oth rd veh acc-st car,Other road vehicle accidents injuring occupant of streetcar
